"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI"
"7520","MAHI AT BADNAWAR, M.P.","MADHYAPRADESH","RIVERWATER",26,7.6,508,1.4,0.5,0,76,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7521","MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.),RAJASTHAN","RAJASTHAN","RIVERWATER",26,8.2,516,0.8,0.5,4,19,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"7522","MAHI AT UMETA BRIDGE","GUJARAT","RIVERWATER",25,8.5,435,3.1,0.3,7,11,2008,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2
"7523","MAHI AT MUJPUR","GUJARAT","RIVERWATER",25,8.3,589,3.2,0.3,4,11,2008,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2
"7524","MAHI AT SEVALIA, GUJARAT","GUJARAT","RIVERWATER",26,8.3,390,1.8,0.2,3,4,2008,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8
"7525","MAHI AT VASAD, GUJARAT","GUJARAT","RIVERWATER",26,8.3,546,2.8,0.3,7,28,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"7526","RIVER SABARMATI AT HANSAOL BRIDGE, GUJARAT","GUJARAT","RIVERWATER",27,8.3,374,2.5,0.5,49,80,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7527","SABARMATI AT KHEROJ BRIDGE, GUJARAT","GUJARAT","RIVERWATER",29,8,603,5.9,0.8,161,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7528","SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FORM ORIGIN,GUJARAT","GUJARAT","RIVERWATER",30,8.3,708,3.5,0.6,80,290,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7529","SABARMATI AT DHAROI DAM, GUJARAT","GUJARAT","RIVERWATER",28,8.4,593,3,0.3,4,15,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"7530","SABARMATI AT AHMEDABAD AT V.N. BRIDGE,GUJARAT","GUJARAT","RIVERWATER",29,7.5,1053,16.3,0.9,18134.3000000001,50000,2008,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"7531","SABARMATI AT RAILWAY BRIDGE AHMEDABAD, GUJARAT","GUJARAT","RIVERWATER",29,7.9,403,5.6,0.4,68,200,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7532","SABARMATI AFTER CONF. WITH MESHWA AT VAUTHA (NEAR DHOKLA),GUJARAT","GUJARAT","RIVERWATER",29,7.8,2007,45.3,1,2573,50000,2008,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"7533","SHEDHI AT KHEDA, GUJARAT","GUJARAT","RIVERWATER",29,7.9,1065,8,1.4,12,24,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7534","KHARI AT LALI VILLAGE NEAR AHMEDABAD, GUJARAT","GUJARAT","RIVERWATER",32,8.2,2465,9,0.6,18134.3000000001,50000,2008,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6
"7535","NARMADA AT MANDLA NEAR ROAD BDG. M.P.","MADHYAPRADESH","RIVERWATER",25,7.5,301,1.6,0.5,11,241,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7536","NARMADA AT SETHANIGHAT M.P.","MADHYAPRADESH","RIVERWATER",27,7.8,399,3.1,0.9,6,1035,2008,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65
"7537","NARMADA AT NARSINGHPUR M.P.","MADHYAPRADESH","RIVERWATER",24,7.6,369,2,1.1,5,161,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7538","NARMADA AT HOSHANGABAD U/S M.P.","MADHYAPRADESH","RIVERWATER",26,7.6,328,1.9,0.4,8,147,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7539","NARMADA AT KORIGHAT HOSHANGABAD","MADHYAPRADESH","RIVERWATER",28,7.6,369,2.4,0.9,12,421,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7540","NARMADA AT HOSHANGABAD D/S M.P.","MADHYAPRADESH","RIVERWATER",26,7.5,372,3.2,0.4,9,411,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7541","NARMADA NEAR PUNASA DAM, PUNASA","MADHYAPRADESH","RIVERWATER",28,7.7,243,0.8,0.6,0,47,2008,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84
"7542","NARMADA AT D/S OF OMKARESHWAR M.P.","MADHYAPRADESH","RIVERWATER",27,7.9,255,1.1,0.8,0,149,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7543"," NARMADA NEAR MORTAKKA BRIDGE, BADWAH","MADHYAPRADESH","RIVERWATER",28,7.7,257,0.9,0.8,1,90,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7544"," NARMADA LALPUR, JABALPUR","MADHYAPRADESH","RIVERWATER",25,7.6,329,1.2,1,0,77,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7545","NARMADA AT MANDLESHWAR M.P.","MADHYAPRADESH","RIVERWATER",26,7.7,252,0.9,0.6,0,57,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7546","NARMADA AT MAHESHWAR, M. P.","MADHYAPRADESH","RIVERWATER",25,7.7,285,1.2,0.6,0,112,2008,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84
"7547","NARMADA AT BADWANI, M.P.","MADHYAPRADESH","RIVERWATER",26,7.7,285,1.1,0.2,0,90,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7548","NARMADA AT GARUDESHWAR, GUJARAT","GUJARAT","RIVERWATER",26,8,285,1.9,0.5,1,4,2008,40,100,40,100,100,100,6.8,17,13,3.44,22,22,84.24
"7549","NARMADA AT CHANDOD, GUJARAT","GUJARAT","RIVERWATER",25,8,294,2.1,0.5,2,13,2008,60,100,40,100,100,80,10.2,17,13,3.44,22,17.6,83.24
"7550","NARMADA AT PANETHA, GUJARAT","GUJARAT","RIVERWATER",26,7.9,305,1.3,0.7,0,16,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4
"7551","NARMADA AT BHARUCH,ZADESHVAR, GUJARAT","GUJARAT","RIVERWATER",27,8,323,1.9,3,61,498,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7552","NARMADA AT ZANOR (NTPC), BHARUCH","GUJARAT","RIVERWATER",25,7,458,1,0.5,2,80,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7553","CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA,M.P.","MADHYAPRADESH","RIVERWATER",27,7.6,319,1,0.6,0,65,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7554","KUNDA AT KHARGONE","MADHYAPRADESH","RIVERWATER",28,7.9,693,2.2,1,1,427,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7555","GOUR RIVER BHOGA DOOR, JABALPUR","MADHYAPRADESH","RIVERWATER",24,7.5,433,1.6,1.1,0,274,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7556","KATNI RIVER NEAR NAGAR NIGAM","MADHYAPRADESH","RIVERWATER",25,7.6,382,1.7,0.7,0,530,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7557","TAPI AT NEPANAGAR M.P.","MADHYAPRADESH","RIVERWATER",25,7.5,356,1,0.5,0,75,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7558"," TAPTI AT NEPA NAGAR 100 METRE D/S  AFTER MIXING PANDHAR NALLA","MADHYAPRADESH","RIVERWATER",28,7.6,385,1.1,1.2,1,154,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7559","TAPI AT BURHANPUR M.P.","MADHYAPRADESH","RIVERWATER",26,7.5,490,1.4,1,1,178,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7560","TAPI AT HATHNUR M.P.","MADHYAPRADESH","RIVERWATER",26,7.7,397,1.3,1.1,0,163,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72
"7561","TAPI AT AJNAND VILLAGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",31,8.3,493,8.3,0.7,11,25,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7562","TAPI AT BHUSAWAL U/S MAHARASHTRA","MAHARASHTRA","RIVERWATER",28,8.1,465,6.9,0.8,8,19,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7563","TAPI AT UPHAD VILLAGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",31,8.2,467,6.6,0.8,11,21,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7564","TAPI AT UKAI, SHERULA BRIDGE, GUJARAT","GUJARAT","RIVERWATER",27,8.1,326,1.5,0.3,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7565","TAPI AT MANDAVI, GUJARAT","GUJARAT","RIVERWATER",28,8.1,389,1.7,0.3,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7566","TAPI AT KATHORE, (NH-8 BRIDGE), GUJARAT","GUJARAT","RIVERWATER",27,8.2,414,1.6,0.4,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7567","TAPI AT SURAT U/S KATHORE, GUJARAT","GUJARAT","RIVERWATER",27,8.2,440,1.7,0.5,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7568","TAPI AT RANDER BRIDGE, SURAT","GUJARAT","RIVERWATER",29,8.3,472,4.8,0.3,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7569"," TAPI AT ONGC BRIDGE AT SURAT, DIST. SURAT","GUJARAT","RIVERWATER",28,7.9,9609,3.9,0.6,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7570","GIRNA AT MALEGAON (MANMAD), MAHARASHTRA","MAHARASHTRA","RIVERWATER",28,7.8,325,6,1.5,10,26,2008,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8
"7571","GIRNA AT JALGAON, MAHARASHTRA","MAHARASHTRA","RIVERWATER",31,8.4,300,6.3,0.5,8,26,2008,40,100,40,60,100,80,6.8,17,7.8,3.44,22,17.6,74.64
"7572","RANGAVALI D/S OF NAVAPUR","MAHARASHTRA","RIVERWATER",29,8.2,507,6.3,0.5,13,30,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7573","KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST. SURAT","GUJARAT","RIVERWATER",29,8,811,2.4,0.7,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8
"7574","PURNA RIVER A/C OF MORNA, NANDURA VILLAGE","MAHARASHTRA","RIVERWATER",23,7.2,896,8,1.4,70,310,2008,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2
"7575","MAHANADI AT HIRAKUD RESERVOIR, ORISSA","ORISSA","RIVERWATER",25,8,161,1.3,0.2,995,1600,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7576","MAHANADI AT SAMBALPUR U/S, ORISSA","ORISSA","RIVERWATER",27,7.8,162,1.5,0.4,1200,1863,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7577","MAHANADI AT SAMBALPUR D/S, ORISSA","ORISSA","RIVERWATER",28,7.8,197,2.7,0.7,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7578","MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S), ORISSA","ORISSA","RIVERWATER",27,7.8,157,1,0.5,945,1550,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7579","MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ORISSA","ORISSA","RIVERWATER",27,7.4,179,1.7,0.3,1600,2200,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7580","MAHANADI AT TIKARPADA, ORISSA","ORISSA","RIVERWATER",26,8.2,171,0.9,0.5,1250,2050,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7581","MAHANADI AT NARSINGHPUR, ORISSA","ORISSA","RIVERWATER",28,7.9,161,0.8,0.6,505,890,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7582","MAHANADI AT CUTTACK U/S, ORISSA","ORISSA","RIVERWATER",29,7.7,167,1.2,0.5,1020,1513,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7583","MAHANADI AT CUTTACK D/S, ORISSA","ORISSA","RIVERWATER",28,7.8,181,2.3,0.5,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7584","MAHANADI AT PARADEEPD/S, ORISSA","ORISSA","RIVERWATER",28,7.6,7458,1.5,0.5,1350,2225,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7585","IB AT SUNDARGARH, ORISSA","ORISSA","RIVERWATER",26,7.7,134,1.1,0.2,943,1363,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7586","IB AT JHARSUGUDA (INTAKE), ORISSA","ORISSA","RIVERWATER",25,7.6,147,1.2,0.3,1513,2538,2008,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88
"7587","IB AT  RAJ NAGAR U/S, ORISSA","ORISSA","RIVERWATER",25,7.7,154,1.2,0.4,914,1413,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7588","IB AT BRAJRAJNAGAR (INTAKE) D/S, ORISSA","ORISSA","RIVERWATER",26,7.8,166,1.4,1.3,1268,1988,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7589","KUAKHAI AT BHUBANESWAR U/S, ORISSA","ORISSA","RIVERWATER",29,7.9,170,1.3,0.3,885,1400,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7590","KUAKHAI AT BHUBANESWAR D/S, ORISSA","ORISSA","RIVERWATER",28,7.6,593,3.2,1.8,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7591","KATHAJODI AT CUTTACK D/S, ORISSA","ORISSA","RIVERWATER",28,8,243,4.2,1.6,18134.3000000001,50000,2008,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64
"7592","BIRUPA AT CHOUDWAR, ORISSA","ORISSA","RIVERWATER",27,7.5,14385,1.1,0.4,2000,3100,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7593","BRAHMANI AT U/S PANPOSH, ORISSA","ORISSA","RIVERWATER",27,7.8,149,1.3,0.3,1086,3167,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7594","BRAHMANI AT D/S PANPOSH, ORISSA","ORISSA","RIVERWATER",28,7.7,331,4.6,4.3,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2
"7595","BRAHMANI AT ROURKELA D/S, ORISSA","ORISSA","RIVERWATER",28,7.7,225,3,1.7,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7596","BRAHMANI AT BONAIGARH, ORISSA","ORISSA","RIVERWATER",25,7.9,211,1.6,0.8,1450,2075,2008,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16
"7597","BRAHMANI AT RENGALI, ORISSA","ORISSA","RIVERWATER",27,7.7,151,1.3,0.7,843,1525,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7598","BRAHMANI AT SAMAL, ORISSA","ORISSA","RIVERWATER",30,7.9,122,1.2,0.5,845,1325,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7599","BRAHMANI AT TALCHER U/S, ORISSA","ORISSA","RIVERWATER",30,7.8,127,1.5,0.3,1322,1900,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7600","BRAHMANI AT KAMALANGA, ORISSA","ORISSA","RIVERWATER",30,7.7,169,2.2,0.4,18134.3000000001,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7601","BRAHMANI AT BHUBAN, ORISSA","ORISSA","RIVERWATER",31,8.2,254,1.4,0.4,1165,1835,2008,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"7602","BRAHMANI AT DHARMASHALA, ORISSA","ORISSA","RIVERWATER",29,7.6,130,1.6,0.4,1460,2500,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7603","BRAHMANI AT PATTAMUNDAI, ORISSA","ORISSA","RIVERWATER",28,7.6,182,1.6,0.3,1411,2167,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7604","BAITARNI AT JODA, ORISSA","ORISSA","RIVERWATER",28,7.9,114,1.7,0.8,760,1447,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7605","BAITARNI AT ANANDPUR, ORISSA","ORISSA","RIVERWATER",30,7.8,108,1.1,0.8,1900,3133,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7606","BAITARNI AT JAJPUR ORISSA","ORISSA","RIVERWATER",29,7.8,125,1.5,0.9,2067,3100,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48
"7607","BAITARNI AT CHANDBALI, ORISSA","ORISSA","RIVERWATER",28,7.8,4423,1.7,1.5,1400,2433,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7608","BAITARNI AT DHAMRA ORISSA","ORISSA","RIVERWATER",29,7.9,35000,1.3,1,730,1247,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7609","SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER, ORISSA","ORISSA","RIVERWATER",26.5,7.7,235,1.4,0.93,1347,2567,2008,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04
"7610","GODAVARI AT JAYAKWADI DAM, AURNAGABAD,MAHARASHTRA","MAHARASHTRA","RIVERWATER",29,7.6,841,4.5,0.5,7,270,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7611","GODAVARI RIVER NEAR SOMESHWAR TEMPLE.","MAHARASHTRA","RIVERWATER",26,7.9,249,6.5,1.8,8,19,2008,40,100,40,60,100,80,6.8,17,7.8,3.44,22,17.6,74.64
"7612","GODAVARI RIVER AT SAIKHEDA.","MAHARASHTRA","RIVERWATER",25,7.9,556,6.7,2.5,7,14,2008,60,100,0,60,100,80,10.2,17,7.8,0,22,17.6,74.6
"7613","GODAVARI RIVER AT HANUMAN GHAT, NASHIK CITY.","MAHARASHTRA","RIVERWATER",26,7.7,424,6.9,1.9,14,27,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7614","GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.","MAHARASHTRA","RIVERWATER",25,7.9,463,4.1,2.3,5,13,2008,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2
"7615","GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.","MAHARASHTRA","RIVERWATER",26,7.9,574,8.4,2.2,17,34,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7616","GODAVARI RIVER NEAR TAPOVAN.","MAHARASHTRA","RIVERWATER",26,7.7,514,10.3,2.3,18,38,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7617","GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,7.7,334,6.4,1.4,25,67,2008,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8
"7618","GODAVARI AT NASIK D/S, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,7.7,436,8.8,1.7,19,43,2008,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2
"7619","GODAVARI AT U/S OF GANGAPUR DAM,NASIK,MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,7.9,252,4.4,1.2,3,13,2008,40,100,40,80,100,80,6.8,17,10.4,3.44,22,17.6,77.24
"7620","GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR, KAIGAON TOKKA NEAR KAIGAON BRIDGE.","MAHARASHTRA","RIVERWATER",29,7.6,590,4.2,0.4,6,283,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7621","GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI .","MAHARASHTRA","RIVERWATER",29,7.4,524,5.3,0.4,7,291,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7622","GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.","MAHARASHTRA","RIVERWATER",29,7.6,686,4.7,1.2,5,238,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7623","GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.","MAHARASHTRA","RIVERWATER",25,7.6,753,4.2,0.3,6,234,2008,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8
"7624","GODAVARI AT DHALEGAON,","MAHARASHTRA","RIVERWATER",26,7.9,464,3.9,0.5,7,279,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7625","GODAVARI AT NANDED, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,8,486,3.9,0.4,6,274,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7626","GODAVARI AT RAHER, MAHARASHTRA","MAHARASHTRA","RIVERWATER",29,7.5,613,4.3,0.5,7,278,2008,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4
"7627","GODAVARI  AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU","ANDHRAPRADESH","RIVERWATER",25,8.1,471,1.8,0.1,11,401,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7628","GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",26,8.1,504,2.3,0.1,58,1112,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7629","GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",26,8,540,3,0.3,88,1402,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7630","GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",25,8.2,523,2,0.2,20,1112,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7631","GODAVARI,  D/S OF RAMANUGUNDAM,","ANDHRAPRADESH","RIVERWATER",25,8,491,1.5,0.1,26,1616,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7632","GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL","ANDHRAPRADESH","RIVERWATER",26,7.9,239,1.1,0.2,13,408,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7633","GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL","ANDHRAPRADESH","RIVERWATER",26,7.9,240,0.6,0.2,9,292,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44
"7634","GODAVARI AT MANCHERIAL, A.P.","ANDHRAPRADESH","RIVERWATER",25,8.3,493,1.8,0.3,29,556,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7635","GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM","ANDHRAPRADESH","RIVERWATER",25,7.8,228,0.8,0.5,4,1817,2008,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44
"7636","GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM","ANDHRAPRADESH","RIVERWATER",25,7.9,307,2.1,0.5,5,2550,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7637","GODAVARI AT BURGAMPAHAD, KHAMMAM","ANDHRAPRADESH","RIVERWATER",25,6.9,353,1.9,0.9,4,3133,2008,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71
"7638","GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",24,7.7,236,1.1,0.8,3,139,2008,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84
"7639","GODAVARI AT POLAVARAM, A.P.","ANDHRAPRADESH","RIVERWATER",27,7.6,204,0.8,0.3,56,4216,2008,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76
"7640","GODAVARI AT RAJAHMUNDRY U/S, A.P.","ANDHRAPRADESH","RIVERWATER",28,7.6,220,0.9,0.3,50,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7641","GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",24,7.4,290,1.4,1,8,705,2008,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44
"7642","GODAVARI AT RAJAHMUNDRY D/S, A.P.","ANDHRAPRADESH","RIVERWATER",27,7.8,211,1.7,0.4,186,50000,2008,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96
"7643","MANJEERA RIVER - NEAR GANAPATHI SUGARS , MEDAK DIST., A.P","ANDHRAPRADESH","RIVERWATER",23,8,287,1.4,0.5,3,506,2008,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44
"7644","MANJRA AT D/S IN INTAKE POINT TO BIDAR CITY","ANDHRAPRADESH","RIVERWATER",28,8,608,2.4,0.4,467,1436,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6
"7645","MANER AT WARANGAL U/S, A.P.","ANDHRAPRADESH","RIVERWATER",25,7.7,215,3.8,0.2,4,181,2008,60,100,60,80,100,60,10.2,17,10.4,5.16,22,13.2,77.96
"7646","MANER AT SOMNAPALLI, A.P.","ANDHRAPRADESH","RIVERWATER",25,8.1,440,1.5,0.2,7,206,2008,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4
"7647","WARDHA RIVER D/S OF ACC GHUGGUS.","MAHARASHTRA","RIVERWATER",24,7.5,445,8.1,2,68,192,2008,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2
"7648","WARDHA RIVER AT CONFLUENCE POINT OF PENGANGA & WARDHA AT JUAD.","MAHARASHTRA","RIVERWATER",22,7.8,359,6.3,1.9,79,180,2008,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2
"7649","WARDHA AT RAJURA BRIDGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27,7.6,1239,9.5,1.5,113,400,2008,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8
